Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,130.910004,131.460007,129.009995,130.160004,113.436066,9480000
2019-08-06,130.339996,131.220001,129.589996,130.770004,113.967682,7880600
2019-08-07,129.360001,130.910004,128.190002,130.210007,113.479630,6771700
2019-08-08,130.979996,131.949997,130.229996,131.679993,114.760742,5260500
2019-08-09,131.800003,132.759995,131.229996,132.039993,115.074478,4677300
2019-08-12,131.500000,132.699997,131.289993,131.929993,114.978615,6852100
2019-08-13,132.300003,134.100006,132.000000,133.419998,116.277191,5013200
2019-08-14,132.529999,132.539993,130.130005,130.259995,113.523216,7736200
2019-08-15,130.169998,131.070007,129.250000,130.539993,113.767235,7251200
2019-08-16,131.470001,131.669998,130.600006,131.360001,114.481857,5858900
2019-08-19,132.500000,132.570007,131.820007,132.250000,115.257500,4958000
2019-08-20,131.960007,132.660004,130.460007,130.600006,113.819511,7302000
2019-08-21,131.699997,132.410004,130.850006,131.529999,114.630020,6912800
2019-08-22,131.600006,132.130005,130.800003,131.270004,114.403419,7213500
2019-08-23,131.070007,131.259995,127.129997,127.730003,111.318268,15714000
2019-08-26,127.419998,128.080002,126.629997,127.800003,112.213882,8889500
2019-08-27,129.880005,132.399994,129.100006,129.639999,113.829475,20183800
2019-08-28,127.860001,128.869995,127.010002,128.679993,112.986534,9878800
2019-08-29,128.839996,129.199997,126.830002,128.240005,112.600235,6749900
2019-08-30,128.270004,129.100006,127.620003,128.360001,112.705589,7371100
2019-09-03,127.989998,128.979996,127.510002,128.740005,113.039246,5710200
2019-09-04,129.490005,129.589996,128.080002,128.860001,113.144615,4807200
2019-09-05,129.899994,129.899994,128.309998,128.580002,112.898766,4754100
2019-09-06,128.880005,129.229996,128.070007,128.210007,112.573898,6758300
2019-09-09,128.000000,128.160004,126.589996,126.949997,111.467537,7684700
2019-09-10,127.339996,129.550003,126.339996,129.550003,113.750458,8239500
2019-09-11,129.860001,131.279999,129.080002,131.169998,115.172890,6203600
2019-09-12,131.360001,131.770004,130.059998,130.429993,114.523109,5250000
2019-09-13,131.330002,131.570007,129.960007,130.779999,114.830437,5369800
2019-09-16,130.110001,130.750000,129.330002,129.539993,113.741669,5101700
2019-09-17,129.600006,130.500000,129.110001,129.669998,113.855820,4976400
2019-09-18,129.899994,130.559998,128.779999,130.410004,114.505592,4373600
2019-09-19,129.630005,131.190002,129.360001,130.110001,114.242149,4730100
2019-09-20,131.000000,132.000000,130.289993,131.649994,115.594345,12053100
2019-09-23,131.020004,132.050003,130.490005,131.740005,115.673386,5183700
2019-09-24,132.100006,132.779999,131.339996,131.550003,115.506554,7102600
2019-09-25,131.500000,131.570007,130.229996,130.990005,115.014854,4522900
2019-09-26,131.089996,131.309998,128.029999,128.850006,113.135818,7545800
2019-09-27,128.610001,129.399994,126.699997,128.600006,112.916321,6006500
2019-09-30,129.070007,130.279999,129.000000,129.380005,113.601196,6552100
2019-10-01,130.020004,130.800003,129.770004,129.990005,114.136803,7673000
2019-10-02,132.759995,134.699997,131.220001,132.000000,115.901665,12051800
2019-10-03,131.639999,132.369995,130.009995,131.190002,115.190430,6997600
2019-10-04,131.339996,133.720001,131.250000,133.660004,117.359207,7233300
2019-10-07,133.089996,133.820007,132.139999,133.160004,116.920189,5427200
2019-10-08,132.449997,133.259995,131.490005,131.839996,115.761154,7870400
2019-10-09,131.139999,131.250000,128.520004,129.220001,113.460686,7787700
2019-10-10,128.949997,130.119995,128.630005,129.059998,113.320198,5119700
2019-10-11,131.139999,132.619995,130.820007,131.330002,115.313362,7161400
2019-10-14,131.360001,131.360001,130.419998,130.720001,114.777779,5700000
2019-10-15,133.000000,134.250000,132.100006,132.839996,116.639229,10008800
2019-10-16,134.899994,136.589996,133.800003,135.169998,118.685066,12434200
2019-10-17,135.960007,137.490005,135.649994,136.169998,119.563095,8434000
2019-10-18,133.309998,134.389999,127.699997,127.699997,112.126083,25868700
2019-10-21,128.669998,129.669998,127.059998,128.020004,112.407043,13823600
2019-10-22,128.759995,130.539993,128.089996,129.199997,113.443138,7613700
2019-10-23,129.660004,130.479996,129.070007,129.899994,114.057777,6693400
2019-10-24,130.419998,130.580002,126.099998,127.500000,111.950462,12111600
2019-10-25,127.830002,129.100006,127.309998,128.350006,112.696815,6947300
2019-10-28,128.619995,130.000000,128.509995,129.179993,113.425583,7876300
2019-10-29,129.699997,129.970001,128.559998,129.119995,113.372879,4506300
2019-10-30,133.300003,133.529999,131.729996,132.839996,116.639229,9627600
2019-10-31,132.380005,132.839996,130.889999,132.039993,115.936768,7686700
2019-11-01,132.050003,133.000000,131.139999,131.199997,115.199226,5541800
2019-11-04,131.800003,131.949997,130.089996,130.229996,114.347504,6140300
2019-11-05,130.529999,131.470001,129.679993,130.419998,114.514366,6257300
2019-11-06,130.419998,131.479996,129.699997,130.960007,114.988495,5450000
2019-11-07,131.729996,132.380005,131.009995,131.429993,115.401184,5873700
2019-11-08,131.300003,133.039993,130.970001,133.000000,116.779701,5003000
2019-11-11,132.270004,132.520004,131.330002,131.979996,115.884079,4371400
2019-11-12,132.000000,132.089996,131.020004,131.350006,115.330933,5228700
2019-11-13,131.039993,131.490005,130.720001,131.270004,115.260674,5885400
2019-11-14,131.029999,131.360001,130.139999,130.960007,114.988495,4217500
2019-11-15,131.250000,134.970001,130.779999,134.940002,118.483086,10495100
2019-11-18,134.220001,135.690002,132.660004,134.830002,118.386520,9291800
2019-11-19,135.000000,135.190002,134.210007,134.820007,118.377747,5192200
2019-11-20,135.110001,136.339996,134.070007,135.940002,119.361168,7594400
2019-11-21,135.940002,136.850006,135.000000,136.440002,119.800163,6424900
2019-11-22,136.649994,138.630005,136.500000,138.070007,121.231369,9235800
2019-11-25,137.059998,137.649994,136.240005,137.179993,121.284416,6111900
2019-11-26,136.470001,137.339996,135.149994,137.169998,121.275551,10636500
2019-11-27,137.160004,138.250000,136.899994,137.750000,121.788406,5523000
2019-11-29,137.600006,138.270004,136.940002,137.490005,121.558517,3278900
2019-12-02,137.720001,137.850006,136.850006,137.360001,121.443550,4717100
2019-12-03,136.910004,137.449997,136.160004,137.160004,121.266747,5741400
2019-12-04,138.500000,139.740005,138.039993,139.380005,123.229515,7257300
2019-12-05,139.350006,139.750000,137.949997,139.559998,123.388618,5472900
2019-12-06,139.460007,141.580002,139.460007,140.380005,124.113625,6640400
2019-12-09,140.389999,140.809998,140.059998,140.500000,124.219742,4241000
2019-12-10,140.800003,141.000000,139.910004,139.990005,123.768852,5310300
2019-12-11,140.929993,141.979996,140.630005,140.979996,124.644119,6631500
2019-12-12,141.320007,142.059998,140.729996,141.339996,124.962402,5012400
2019-12-13,141.100006,141.800003,140.309998,141.380005,124.997765,4257200
2019-12-16,141.729996,142.850006,141.490005,141.789993,125.360229,5353100
2019-12-17,143.000000,144.050003,142.520004,143.559998,126.925163,10722400
2019-12-18,143.720001,143.880005,142.740005,143.190002,126.598015,7849200
2019-12-19,143.889999,145.880005,143.610001,145.350006,128.507721,9414700
2019-12-20,146.880005,147.839996,144.800003,146.059998,129.135452,14532800
2019-12-23,145.740005,146.759995,145.339996,146.440002,129.471420,6558700
2019-12-24,146.000000,146.009995,145.259995,145.929993,129.020523,4238900
2019-12-26,145.970001,146.179993,145.160004,145.830002,128.932129,3019300
2019-12-27,146.199997,146.550003,145.539993,145.750000,128.861404,3432700
2019-12-30,145.779999,146.199997,145.029999,145.300003,128.463531,2923300
2019-12-31,145.100006,146.009995,144.779999,145.869995,128.967484,4435000
2020-01-02,145.869995,146.020004,145.080002,145.970001,129.055923,5777000
2020-01-03,143.500000,145.369995,143.000000,144.279999,127.561737,5752400
2020-01-06,144.000000,144.199997,142.850006,144.100006,127.402611,7731300
2020-01-07,144.009995,145.449997,141.380005,144.979996,128.180618,7382900
2020-01-08,144.869995,145.979996,143.699997,144.960007,128.162933,6605800
2020-01-09,145.759995,146.029999,144.990005,145.389999,128.543076,6112700
2020-01-10,145.750000,146.179993,144.899994,145.059998,128.251373,5042600
2020-01-13,145.479996,145.789993,144.720001,145.699997,128.817184,4593200
2020-01-14,145.050003,146.610001,144.729996,146.520004,129.542191,7037500
2020-01-15,146.399994,147.399994,146.240005,147.009995,129.975403,4960300
2020-01-16,147.419998,148.839996,146.199997,148.199997,131.027512,6476000
2020-01-17,148.410004,149.410004,147.929993,149.169998,131.885101,9083600
2020-01-21,148.580002,150.169998,148.500000,149.270004,131.973511,9543900
2020-01-22,146.699997,149.179993,146.000000,148.250000,131.071716,10305300
2020-01-23,148.039993,148.770004,146.759995,148.529999,131.319275,8671900
2020-01-24,148.580002,148.949997,147.929993,148.320007,131.133575,9051900
2020-01-27,147.520004,149.460007,147.000000,148.750000,131.513763,7587100
2020-01-28,148.460007,150.570007,148.149994,149.500000,132.176865,7336600
2020-01-29,149.449997,151.190002,149.130005,150.539993,133.096390,6288600
2020-01-30,150.029999,150.509995,149.050003,150.360001,132.937180,6470600
2020-01-31,149.750000,150.000000,148.639999,148.869995,131.619873,8651700
2020-02-03,149.419998,150.490005,149.240005,150.169998,132.769241,5765200
2020-02-04,151.490005,152.750000,151.199997,151.600006,134.033554,6541400
2020-02-05,151.720001,154.020004,151.309998,153.990005,136.146591,5979900
2020-02-06,154.250000,154.500000,152.740005,153.529999,135.739899,6201200
2020-02-07,153.339996,153.460007,151.550003,151.889999,134.289932,5700300
2020-02-10,151.679993,151.910004,150.889999,151.860001,134.263397,4835600
2020-02-11,152.289993,152.380005,151.539993,151.990005,134.378372,3715300
2020-02-12,151.869995,152.149994,150.919998,151.089996,133.582596,5166800
2020-02-13,150.160004,151.039993,149.880005,150.089996,132.698486,5480200
2020-02-14,150.559998,150.639999,149.149994,150.130005,132.733871,5716300
2020-02-18,150.470001,150.740005,149.059998,149.139999,131.858582,7230700
2020-02-19,149.210007,149.759995,148.580002,148.940002,131.681747,6115200
2020-02-20,148.610001,149.380005,147.399994,148.369995,131.177811,7464700
2020-02-21,148.089996,150.240005,147.539993,149.929993,132.557022,7776800
2020-02-24,146.500000,149.000000,145.250000,145.910004,129.825485,10588900
2020-02-25,145.990005,146.750000,143.830002,144.649994,128.704330,10529000
2020-02-26,145.350006,146.220001,143.589996,143.679993,127.841324,10093800
2020-02-27,142.559998,144.770004,138.949997,139.119995,123.783958,12566700
2020-02-28,135.360001,137.289993,130.820007,134.479996,119.655449,19820300
2020-03-02,134.779999,140.130005,134.009995,140.020004,124.584755,11508200
2020-03-03,140.000000,140.990005,133.100006,135.589996,120.643089,13662500
2020-03-04,137.679993,143.639999,137.139999,143.479996,127.663322,10560500
2020-03-05,140.800003,142.679993,139.839996,142.009995,126.355385,11339200
2020-03-06,138.479996,143.009995,137.410004,142.029999,126.373177,12239100
2020-03-09,136.330002,139.679993,134.899994,136.440002,121.399399,13848600
2020-03-10,139.970001,141.949997,134.229996,141.639999,126.026169,12698100
2020-03-11,138.089996,138.750000,131.500000,131.800003,117.270882,17763400
2020-03-12,127.309998,133.759995,124.500000,125.410004,111.585312,21539200
2020-03-13,129.320007,134.919998,124.650002,134.289993,119.486397,20084200
2020-03-16,123.570000,133.759995,122.430000,127.129997,113.115692,18877900
2020-03-17,128.550003,136.770004,127.809998,136.589996,121.532852,18911800
2020-03-18,131.020004,135.669998,128.710007,134.960007,120.082542,17521100
2020-03-19,134.990005,134.990005,126.150002,127.050003,113.044510,18482300
2020-03-20,126.830002,127.440002,118.129997,119.889999,106.673798,19785100
2020-03-23,117.000000,118.559998,109.160004,111.139999,98.888359,20815200
2020-03-24,118.760002,119.650002,113.860001,119.180000,106.042061,17604800
2020-03-25,118.910004,123.959999,116.699997,119.400002,106.237839,13986100
2020-03-26,120.570000,127.099998,120.379997,126.570000,112.617424,15066800
2020-03-27,121.650002,127.620003,120.580002,123.160004,109.583336,12133200
2020-03-30,128.460007,133.990005,127.500000,133.009995,118.347488,21754000
2020-03-31,134.990005,135.710007,130.050003,131.130005,116.674736,15746100
2020-04-01,127.699997,130.229996,125.500000,128.809998,114.610497,12606100
2020-04-02,129.119995,134.000000,127.220001,133.149994,118.472054,11594500
2020-04-03,132.380005,134.789993,131.580002,134.169998,119.379646,10071200
2020-04-06,137.009995,140.970001,135.539993,139.759995,124.353424,14994400
2020-04-07,139.860001,142.029999,137.259995,137.479996,122.324738,11567100
2020-04-08,137.750000,144.130005,137.300003,143.259995,127.467575,10758200
2020-04-09,144.009995,145.419998,140.279999,141.229996,125.661339,11125400
2020-04-13,140.000000,141.490005,137.839996,139.770004,124.362328,8153200
2020-04-14,145.419998,147.419998,144.050003,146.029999,129.932266,13838000
2020-04-15,145.550003,147.910004,143.539993,147.660004,131.382568,11962300
2020-04-16,148.309998,150.679993,146.440002,149.669998,133.170990,12181700
2020-04-17,151.990005,152.300003,149.600006,152.020004,135.261932,10920000
2020-04-20,150.929993,153.000000,150.089996,151.669998,134.950500,12226200
2020-04-21,150.119995,151.639999,148.570007,149.679993,133.179871,9951100
2020-04-22,152.809998,155.000000,151.729996,152.990005,136.124954,11515600
2020-04-23,154.250000,157.000000,153.699997,155.509995,138.367218,10665000
2020-04-24,155.570007,156.300003,153.639999,154.860001,137.788849,8653400
2020-04-27,154.809998,156.050003,154.000000,154.289993,137.281662,8924000
2020-04-28,151.250000,153.100006,150.699997,151.389999,134.701370,8558700
2020-04-29,151.380005,151.630005,149.160004,150.240005,133.678146,9285200
2020-04-30,148.460007,150.429993,147.160004,150.039993,133.500153,14829600
2020-05-01,149.619995,149.669998,146.789993,148.289993,131.943115,7309000
2020-05-04,148.770004,149.080002,147.089996,148.270004,131.925308,7198400
2020-05-05,149.000000,150.779999,148.639999,149.500000,133.019714,6562300
2020-05-06,150.000000,150.320007,148.039993,148.080002,131.756256,6191600
2020-05-07,149.369995,149.529999,147.130005,147.589996,131.320236,5570500
2020-05-08,148.919998,149.179993,147.889999,148.699997,132.307892,4712100
2020-05-11,148.449997,150.100006,148.119995,149.110001,132.672729,5887500
2020-05-12,150.100006,150.339996,147.029999,147.139999,130.919891,7039200
2020-05-13,146.080002,148.949997,146.009995,147.130005,130.910965,6970500
2020-05-14,145.389999,147.759995,144.259995,147.639999,131.364761,6871400
2020-05-15,147.869995,150.479996,145.660004,150.440002,133.856094,10340400
2020-05-18,152.490005,153.619995,150.460007,150.520004,133.927277,7388400
2020-05-19,150.100006,151.100006,148.399994,149.020004,132.592606,6107300
2020-05-20,149.750000,150.389999,147.270004,147.679993,131.400345,5713400
2020-05-21,148.500000,148.500000,145.820007,146.710007,130.537262,6487300
2020-05-22,144.570007,146.289993,144.059998,144.369995,129.345642,6140900
2020-05-26,146.190002,146.440002,144.300003,144.559998,129.515915,7072300
2020-05-27,144.320007,145.250000,143.009995,144.889999,129.811569,7950000
2020-05-28,146.020004,148.110001,145.809998,146.970001,131.675095,6189600
2020-05-29,147.960007,149.350006,145.330002,148.750000,133.269867,8504000
2020-06-01,147.289993,148.339996,146.009995,147.190002,131.872177,6141800
2020-06-02,147.059998,148.350006,146.119995,148.250000,132.821899,6078300
2020-06-03,148.520004,149.139999,146.449997,148.649994,133.180298,6339500
2020-06-04,146.800003,148.369995,145.580002,146.729996,131.460068,8170500
2020-06-05,147.690002,149.639999,146.600006,147.300003,131.970764,9725400
2020-06-08,145.880005,147.610001,145.740005,146.770004,131.495911,7555600
2020-06-09,148.250000,149.330002,145.649994,145.960007,130.770248,8247200
2020-06-10,146.600006,150.029999,146.600006,147.800003,132.418732,10137100
2020-06-11,148.580002,149.169998,140.750000,140.869995,126.209915,11913300
2020-06-12,142.839996,143.710007,140.279999,142.149994,127.356712,8687400
2020-06-15,141.000000,142.399994,139.389999,141.250000,126.550377,8649600
2020-06-16,144.089996,145.419998,142.770004,144.460007,129.426361,7579100
2020-06-17,144.899994,145.419998,143.470001,144.020004,129.032089,5100100
2020-06-18,142.520004,144.119995,141.869995,143.410004,128.485580,4797400
2020-06-19,145.789993,145.880005,143.250000,143.830002,128.861893,12206900
2020-06-22,143.470001,143.660004,142.029999,143.389999,128.467682,5285600
2020-06-23,143.740005,144.080002,142.679993,142.860001,127.992828,5921600
2020-06-24,141.490005,142.190002,138.720001,139.820007,125.269173,8211200
2020-06-25,140.570007,140.570007,137.539993,139.669998,125.134789,7421200
2020-06-26,139.529999,139.600006,137.020004,137.809998,123.468384,12849700
2020-06-29,138.740005,139.699997,137.979996,139.039993,124.570358,5309800
2020-06-30,139.399994,141.020004,137.839996,140.630005,125.994904,7738300
2020-07-01,140.690002,141.389999,140.059998,140.380005,125.770920,6174800
2020-07-02,141.250000,141.839996,140.330002,140.970001,126.299530,5152200
2020-07-06,142.169998,143.770004,141.880005,142.979996,128.100311,6156400
2020-07-07,141.389999,143.970001,141.229996,142.850006,127.983887,5622600
2020-07-08,142.869995,143.389999,141.699997,143.270004,128.360153,6257400
2020-07-09,142.759995,144.429993,140.580002,142.490005,127.661339,5738600
2020-07-10,142.750000,142.869995,141.429993,142.369995,127.553818,4282400
2020-07-13,143.610001,146.639999,143.279999,145.210007,130.098282,6951900
2020-07-14,145.320007,148.389999,145.259995,147.919998,132.526230,7447100
2020-07-15,149.729996,150.210007,148.229996,148.259995,132.830826,8512800
2020-07-16,148.679993,149.339996,146.679993,149.250000,133.717850,9304700
2020-07-17,150.000000,150.580002,148.690002,149.350006,133.807434,7441100
2020-07-20,150.229996,150.320007,148.429993,149.600006,134.031433,6191500
2020-07-21,149.600006,151.669998,149.500000,149.740005,134.156845,5575900
2020-07-22,149.929993,150.410004,147.850006,150.009995,134.398727,5910200
2020-07-23,150.210007,150.850006,149.279999,149.610001,134.040359,6566300
2020-07-24,150.500000,150.600006,147.029999,148.119995,132.705429,5405900
2020-07-27,147.369995,148.919998,146.860001,147.179993,131.863235,5675200
2020-07-28,147.399994,147.990005,146.750000,146.830002,131.549683,4842200
2020-07-29,146.389999,147.470001,146.070007,146.539993,131.289856,4489100
2020-07-30,147.440002,147.500000,146.139999,146.839996,131.558640,5922500
2020-07-31,146.660004,147.449997,143.960007,145.759995,130.591003,8259600
2020-08-03,146.389999,147.789993,146.149994,147.350006,132.015564,4078700
2020-08-04,146.990005,147.220001,145.820007,147.220001,131.899063,4162200
2020-08-05,149.100006,149.309998,147.800003,148.399994,132.956284,5467500
2020-08-06,148.399994,149.250000,146.500000,147.550003,132.194763,4837900
2020-08-07,147.509995,148.649994,147.149994,148.600006,133.135483,3635100
2020-08-10,148.860001,149.009995,147.720001,148.029999,132.624802,4096600
2020-08-11,149.139999,149.229996,146.369995,146.970001,131.675095,6388400
2020-08-12,147.539993,150.240005,147.490005,149.660004,134.085159,5257300
2020-08-13,148.539993,149.190002,147.529999,148.000000,132.597916,5155500
2020-08-14,147.610001,149.339996,147.580002,148.240005,132.812927,4240200
2020-08-17,148.320007,150.229996,148.229996,148.990005,133.484894,4306900
2020-08-18,149.259995,150.100006,148.570007,150.089996,134.470413,4322600
2020-08-19,149.580002,151.580002,149.320007,150.389999,134.739197,7816300
2020-08-20,149.750000,151.580002,149.550003,151.419998,135.662003,4874700
2020-08-21,151.779999,153.649994,150.589996,152.759995,136.862549,6722800
2020-08-24,152.740005,152.899994,150.350006,152.149994,137.223282,5387900
2020-08-25,152.779999,153.070007,151.539993,152.059998,137.142151,3863500
2020-08-26,151.860001,152.649994,150.639999,152.300003,137.358582,8008300
2020-08-27,152.419998,153.259995,151.889999,152.979996,137.971893,5575400
2020-08-28,152.740005,153.699997,151.899994,153.639999,138.567123,5395700
2020-08-31,153.000000,154.399994,152.259995,153.410004,138.359695,6362700
2020-09-01,153.869995,154.080002,150.070007,151.520004,136.655121,6307700
2020-09-02,150.789993,154.330002,149.250000,153.830002,138.738495,6881900
2020-09-03,154.830002,155.470001,148.300003,149.550003,134.878403,8672800
2020-09-04,150.169998,150.949997,147.130005,148.589996,134.012589,7200100
2020-09-08,150.250000,150.889999,146.899994,147.259995,132.813065,8756800
2020-09-09,148.149994,151.100006,148.119995,149.699997,135.013641,6960700
2020-09-10,149.250000,149.779999,146.520004,146.910004,132.497406,6191800
2020-09-11,147.050003,148.529999,146.630005,147.779999,133.281998,3934700
2020-09-14,148.119995,149.470001,148.009995,148.350006,133.796143,4375800
2020-09-15,149.449997,150.589996,148.520004,148.889999,134.283112,3658800
2020-09-16,149.389999,150.059998,148.350006,148.399994,133.841217,4323000
2020-09-17,148.039993,148.630005,146.050003,147.169998,132.731857,5461400
2020-09-18,146.509995,149.649994,146.199997,149.179993,134.544662,12174000
2020-09-21,147.580002,147.929993,142.960007,145.100006,130.864914,7574500
2020-09-22,144.690002,145.350006,143.720001,144.210007,130.062286,5295900
2020-09-23,147.479996,147.550003,144.380005,144.440002,130.269714,8784400
2020-09-24,144.559998,145.250000,143.339996,144.669998,130.477112,5614800
2020-09-25,144.000000,146.250000,143.889999,145.660004,131.370026,5531200
2020-09-28,146.729996,148.289993,146.419998,147.110001,132.677765,5843200
2020-09-29,147.600006,147.919998,146.059998,147.059998,132.632660,6768600
2020-09-30,147.449997,149.729996,146.839996,148.880005,134.274124,8487700
2020-10-01,149.309998,149.649994,146.460007,147.320007,132.867188,6457800
2020-10-02,146.210007,148.410004,145.830002,146.240005,131.893112,5485600
2020-10-05,147.000000,148.380005,146.419998,148.229996,133.687866,4992800
2020-10-06,148.279999,148.610001,145.869995,146.259995,131.911163,5118200
2020-10-07,146.490005,148.229996,145.809998,147.880005,133.372192,5603100
2020-10-08,148.500000,149.850006,148.039993,148.889999,134.283112,4413500
2020-10-09,149.649994,151.479996,149.449997,150.970001,136.159073,5054100
2020-10-12,151.600006,153.139999,151.020004,151.839996,136.943726,7273200
2020-10-13,149.000000,150.119995,147.770004,148.360001,133.805115,11057600
2020-10-14,148.820007,149.029999,147.389999,148.100006,133.570633,7706400
2020-10-15,147.479996,147.899994,146.330002,147.190002,132.749878,5978600
2020-10-16,147.600006,148.759995,147.009995,148.100006,133.570633,6097000
2020-10-19,148.529999,148.899994,144.130005,144.320007,130.161484,7250800
2020-10-20,144.660004,145.750000,144.119995,144.550003,130.368912,5325400
2020-10-21,144.119995,145.339996,143.910004,143.929993,129.809723,5221300
2020-10-22,144.160004,145.690002,143.839996,145.080002,130.846924,5279700
2020-10-23,145.880005,147.470001,144.350006,145.240005,130.991211,4154400
2020-10-26,144.429993,144.770004,142.750000,143.970001,129.845825,6929500
2020-10-27,143.740005,144.289993,142.919998,143.149994,129.106232,4890100
2020-10-28,141.429993,141.979996,138.179993,138.360001,124.786186,8426100
2020-10-29,138.000000,138.699997,136.050003,137.190002,123.730972,7205400
2020-10-30,136.679993,137.539993,133.649994,137.110001,123.658813,7364100
2020-11-02,138.979996,139.009995,137.490005,138.690002,125.083809,7088000
2020-11-03,140.020004,140.960007,137.779999,138.500000,124.912445,6363000
2020-11-04,139.490005,142.539993,138.699997,139.399994,125.724152,10263500
2020-11-05,140.550003,141.830002,139.259995,139.759995,126.048843,8016200
2020-11-06,140.399994,143.190002,139.649994,142.250000,128.294540,5942500
2020-11-09,148.429993,148.990005,144.919998,146.080002,131.748840,12351600
2020-11-10,147.250000,148.750000,146.259995,148.279999,133.733002,7386500
2020-11-11,149.169998,149.199997,146.860001,147.800003,133.300079,6382400
2020-11-12,147.610001,148.649994,146.750000,148.300003,133.751022,4710300
2020-11-13,149.089996,150.410004,148.410004,149.899994,135.194031,5893500
2020-11-16,150.919998,151.300003,149.800003,150.850006,136.050873,6266400
2020-11-17,150.000000,150.630005,149.119995,149.350006,134.698013,7297700
2020-11-18,148.869995,149.759995,147.369995,147.369995,132.912247,6661000
2020-11-19,147.300003,147.460007,145.589996,147.139999,132.704819,7987700
2020-11-20,147.050003,147.940002,146.130005,146.360001,132.001358,6354900
2020-11-23,146.009995,146.009995,143.039993,143.869995,130.657257,7318300
2020-11-24,144.000000,144.759995,143.610001,143.869995,130.657257,11034800
2020-11-25,144.059998,144.169998,142.860001,143.679993,130.484695,7594600
2020-11-27,144.500000,144.660004,143.220001,144.000000,130.775314,3059000
2020-11-30,144.229996,144.860001,143.059998,144.679993,131.392868,15663200
